,文件
新建模型文件,CMD_NEW_MODEL
新建动画文件,CMD_NEW_ANIMATION
打开指定文件,CMD_OPEN
打开最后一次保存关闭的文件,CMD_RECENT_FILE_OPEN
关闭当前文件,CMD_DEL_TAB_TABBOX
关闭所有文件,CMD_CLOSE_ALL
保存,CMD_SAVE
另存为…,CMD_SAVE_AS
应用模板,CMD_MODELING_TEMPLATE
打开物理/场景混合设定,CMD_SHOW_VIEWER
导出模型为图片,CMD_EXPORT_MODEL_AS_PNG
导出模型为PSD,CMD_EXPORT_MODEL_AS_PSD
导出场景为GIF,CMD_EXPORT_SCENE_AS_ANIMATED_GIF
导出场景为PNG,CMD_EXPORT_SCENE_AS_PNG
导出为moc3文件,CMD_EXPORT_EMBEDDED_MODEL
导出动态文件,CMD_EXPORT_MOTION
导出为视频,CMD_EXPORT_SCENE_AS_VIDEO
网格设定,CMD_GRID_SETTING_SPLIT_INTERVAL
键盘快捷键,CMD_KEYBOARD_SHORTCUT_SETTING
设置背景颜色,CMD_SETTING_BACKGROUND_COLOR
重设背景颜色,CMD_SETTING_RESET_BACKGROUND_COLOR
模型统计数据,CMD_MODELING_STATISTICS
画布设定,CMD_MODEL_SETTING
重设模型尺寸,CMD_RESIZE_MODEL_DOCUMENT
退出Editor,CMD_EXIT
,编辑
复原,CMD_UNDO
重做,CMD_REDO
剪切,CMD_CUT
复制,CMD_COPY
粘贴,CMD_PASTE
删除,CMD_DELETE
解除选择,CMD_ESC
全选,CMD_SELECT_ALL
,显示
显示辅助线(建模视图),CMD_SHOW_GUI_GUIDE_FOR_MODELING
显示栅格(建模视图),CMD_SHOW_GUI_GRID
辅助线设定(建模视图),CMD_SETTING_GUIDES_MODELING_SETTING
突出显示变形器的子物体,CMD_HIGH_LIGHT_DEFORMER_CHILD
显示调整弯曲变形器尺寸的子元素,CMD_SHOW_CHILD_UNDER_WARP_DEFORMER_CTRL_MODE
隐藏选择状态,CMD_HIDE_OBJECT_SELECTION
突出所选物体,CMD_FOCUS_ON_SELECTED_OBJECTS
使用模型引导图像显示模型,CMD_SHOW_MODEL_BY_RAW_IMAGE
使用纹理集显示模型,CMD_SHOW_MODEL_BY_TEXTURE_ATLAS
显示/隐藏边界框,CMD_TOGGLE_DISPLAY_BOUNDINGBOX
建模视图,CMD_PREVIEW_ONIONSKIN_MODELER
动画视图,CMD_PREVIEW_ONIONSKIN_ANIMATOR
表单动画视图,CMD_PREVIEW_ONIONSKIN_FORM_ANIMATION
,建模
创建曲面变形器,CMD_CREATE_WARP_DEFORMER
创建旋转变形器,CMD_CREATE_ROTATION_DEFORMER
选择父变形器,CMD_SELECT_PARENT_DEFORMER
删除变形器及子级,CMD_DELETE_DEFORMER_AND_CHILDREN
削除变形器并由子物体继承参数,CMD_DELETE_DEFORMER_AND_SET_PARAM
动作反转,CMD_INVERSION_OF_MOVEMENT
验证变形器,CMD_VALIDATE_DEFORMER_DIALOG
从单个图形网格生成图形路径,CMD_CREATE_ART_PATH_INDIVISUALLY
从多个图形网格生成图形路径,CMD_CREATE_ART_PATH_COLLECT
从部件为图形路径取色,CMD_PICK_ART_MESH_COLOR_FOR_ART_PATH
从部件为图形路径取透明度,CMD_PICK_ART_MESH_ALPHA_FOR_ART_PATH
估计图形路径宽度,CMD_ESTIMATE_LINE_WIDTH
选取图形路径信息,CMD_PICK_ART_MESH_LINE_INFO
校准图形路径控制点,CMD_CALIBRATE_ART_PATH_CTRL_POINT
添加控制点以与图形网格对齐,CMD_ADD_NEAR_CTRL_POINT_FOR_SELECTED_ART_MESH_COUNTER
在所有图形路径控制点的中间添加一个点,CMD_INSERT_INTER_ART_PATH_POINTS_TO_ALL
在所选图形路径控制点的中间添加一个点,CMD_INSERT_INTER_ART_PATH_POINTS_TO_SELECTED_POINTS
适应部件轮廓,CMD_FIT_ART_MESH_CONTOUR
打开自动生成图新路径对话框,CMD_OPEN_LINE_INFO_PICK_DIALOG
从图形路径创建变形路径,CMD_CREATE_CONTROLLER_EXTENSION_BY_ART_PATH
将图形网格的变形烘焙到图形路径,CMD_EDIT_MULTIKEY_FOR_ARTPATH
连接图形路径,CMD_CONNECT_ART_PATH
拆分图形路径,CMD_DISCONNECT_ART_PATH
全部跟随,CMD_BIND_ART_PATH_POINT_TO_ARTMESH_EXTENSION_TO_ALL
全部取消,CMD_UNBIND_ART_PATH_POINT_TO_ARTMESH_EXTENSION_TO_ALL
按照所选的控制点,CMD_BIND_ART_PATH_POINT_TO_ARTMESH_EXTENSION
释放所选控制点,CMD_UNBIND_ART_PATH_POINT_TO_ARTMESH_EXTENSION
加粗图形路径的控制点,CMD_EDIT_WIDTH_ART_PATH_CONTROL_POINT_THICKEN
加细图形路径的控制点,CMD_EDIT_WIDTH_ART_PATH_CONTROL_POINT_THIN
编辑纹理集,CMD_TEXTURE_ATLAS
切换显示原图和纹理集,CMD_CHANGE_ARTMESH_INPUT
将纹理集应用于原图（bete）,CMD_GENERATE_RAW_IMAGE_FROM_TEXTURE_ATLAS
四角形状合成,CMD_AUTO_BLEND_4_CORNER
重置为默认值,CMD_SET_DEFAULT_PARAMETERS
对其所选对象的参数配置,CMD_SET_SAME_PARAMETERS_TO_ALL_SELECTED
参数设置,CMD_OPEN_PARAMETER_SETTING
锁定默认的变形器,CMD_CHANGE_DEFAULT_KEYFORM_LOCKED
自动眨眼和口形同步的设定,CMD_SHOW_EFFECT_SETTING_DIALOG
扩展插值,CMD_EDIT_EXTENSION_INTERPOLATION
胶水效果开/关,CMD_GLUE_CHANGE_ENABLE
蒙皮,CMD_GLUE_SKINNING
变形路径进行蒙皮,CMD_DEFORM_PATH_SKINNING
生成旋转变形器的参数,CMD_ADD_PARAMETER_FOR_ROTATION_DEFORMER
反转,CMD_MODELING_REFLECTION
放大缩小指定倍率,CMD_RESIZE_ARTMESH_WITH_SCALE
恢复原状,CMD_RESTORE_ORIGINAL_SHAPE
复制形状,CMD_COPY_SHAPE
贴上形状,CMD_PASTE_SHAPE
混合形状,CMD_BLEND_SHAPE
放大/缩小,CMD_CREATE_FREE_DEFORM_HANDLER_AS_SCALE_MODE
旋转,CMD_CREATE_FREE_DEFORM_HANDLER_AS_ROTATE_MODE
自由变形,CMD_CREATE_FREE_DEFORM_HANDLER_AS_FREE_MODE
透视变形,CMD_CREATE_FREE_DEFORM_HANDLER_AS_PERSPECTIVE_MODE
斜切变形,CMD_CREATE_FREE_DEFORM_HANDLER_AS_WARP_MODE
临时弯曲变形,CMD_CREATE_WARP_HANDLER
增加列,CMD_TWICE_ROW_WARP_HANDLER
减少列,CMD_HALF_ROW_WARP_HANDLER
增加行,CMD_TWICE_COLUMN_WARP_HANDLER
减少行,CMD_HALF_COLUMN_WARP_HANDLER
临时路径变形,CMD_CREATE_PATH_HANDLER
解除临时变形工具,CMD_DELETE_TEMPORARY_HANDLER
锁定/选定所选物体,CMD_SELECTED_OBJECT_UNLOCK
锁定未选物体,CMD_NOT_SELECTED_OBJECT_LOCK
全部解锁,CMD_ALL_OBJECT_UNLOCK
显示/隐藏所选物体,CMD_SELECTED_OBJECT_VISIBLE
隐藏未选物体,CMD_NOT_SELECTED_OBJECT_HIDE
显示全部,CMD_ALL_OBJECT_SHOW
恢复到最新的可见度,CMD_LOAD_VISIBLE_MAP
1级编辑（精细）,CMD_EDIT_LEVEL_1
2级编辑（正常）,CMD_EDIT_LEVEL_2
3级编辑（粗略）,CMD_EDIT_LEVEL_3
网格编辑模式,CMD_START_OR_END_MESH_EDITOR
自动结合边缘【线】,CMD_MESH_EDIT_CONNECT_AUTO
水平反转,CMD_MODELING_REFLECTION_H
垂直反转,CMD_MODELING_REFLECTION_V
胶水/绑定选定的顶点,CMD_GLUE_BIND
取消胶水/取消绑定选定的顶点,CMD_GLUE_UNBIND
显示图形网格顶点编号,CMD_SHOW_VERTEX_INDEX
自动网格生成,CMD_GENERATE_MESH_IN_MODELING_MODE
多键编辑,CMD_EDIT_MULTIKEY
批量反转,CMD_EDIT_REVERSE_ALL_KEYS
,动画
重新加载模型素材,CMD_RELOAD_MODEL
替换模型素材,CMD_REPLACE_MODEL
替换模型的纹理(所有场景),CMD_REPLACE_MODEL_RESOURCE
用音频自动生成口型,CMD_LIPSYNC
新场景,CMD_ADD_SCENE
用音频创建场景,CMD_CREATE_SCENE_FROM_SOUNDS
物理烘焙生成动画,CMD_BAKE_PHYSICS
播放,CMD_PLAY_STOP
移至时间轴的起点,CMD_MOVE_START
移至时间轴的终点,CMD_MOVE_End
移至工作区的起点,CMD_MOVE_START_WORKSPACE
移至工作区的终点,CMD_MOVE_End_WORKSPACE
显示整个工作区,CMD_SHOW_FULL_WORKSPACE
设工作区的起点为标记,CMD_SET_START_WORKSPACE
设工作区的终点为标记,CMD_SET_END_WORKSPACE
设轨的开头为标记,CMD_SET_START_TRACK
设轨的结束为标记,CMD_SET_END_TRACK
将轨移动到鼠标,CMD_MOVE_TRACK_INDICATOR
下一帧,CMD_NEXT_FRAME
上一帧,CMD_PREV_FRAME
下一个关键帧,CMD_NEXT_KEYFRAME
上一个关键帧,CMD_PREV_KEYFRAME
轨内的下一个关键帧,CMD_NEXT_TRACK_KEYFRAME
轨内的上一个关键帧,CMD_PREV_TRACK_KEYFRAME
前往下一个洋葱皮标记,CMD_NEXT_ONIONSKIN_MARKER
回到上一个洋葱皮标记,CMD_PREV_ONIONSKIN_MARKER
切换编辑模式,CMD_SWITCH_EDIT_MODE
展开所有轨,CMD_EXPAND_ALL_CONTAINS
,形状动画
创建表单动画关键帧,CMD_CREATE_FORMANIMATION_KEY
,视窗
切换工作区,CMD_CHANGE_WORKSPACE
将工作区切换到Editor,CMD_CHANGE_WORKSPACE_MODELER
将工作区切换到Animator,CMD_CHANGE_WORKSPACE_ANIMATOR
将工作区切换到表单动画,CMD_CHANGE_WORKSPACE_FORM_ANIMATION
隐藏所有面板,CMD_HIDE_PALETTE
重置工作区,CMD_RESET_WORKSPACES
重置状态,CMD_RESET_MAINCANVAS
,帮助
用户指南,CMD_OPEN_MANUAL_PAGE
打开Live2D网页,CMD_OPEN_HOME_PAGE
下载页,CMD_OPEN_DOWNLOAD_PAGE
模型范例,CMD_OPEN_SAMPLE_MODEL_PAGE
群组,CMD_OPEN_COMMUNITY_PAGE
FAQ,CMD_OPEN_FAQ_PAGE
注册认可证,CMD_REGISTER_LICENSE
解除许可证,CMD_REVOKE_LICENSE
打开购买页,CMD_OPEN_STORE_PAGE
显示操作,CMD_SHOW_USER_OPERATION
打开记录文件打开自动备份文件夹,CMD_OPEN_LOG_FILE
更新历史记录,CMD_OPEN_BACKUP_DIR
关于,CMD_OPEN_ABOUT
,工具
自动生成网格（网格编辑模式）,CMD_GENERATE_MESH_IN_MESH_EDITOR_MODE
旋转变形器创建工具,CMD_TOOL_MODE_CREATE_ROTATION_DEFORMER
箭头工具,CMD_TOOL_MODE_ARROW
套索工具,CMD_TOOL_MODE_LASSO
笔刷选择工具,CMD_TOOL_MODE_BLUSH_SELECT
变形路径编辑,CMD_TOOL_MODE_DEFORM_PATH
编辑胶水,CMD_TOOL_MODE_GLUE
图像路径工具,CMD_TOOL_MODE_ARTPATH
更改模式,CMD_CHANGE_MODE
锁定图形网格,CMD_CHANGE_VIEW_VIEWVERTEX
锁定变形器,CMD_CHANGE_VIEW_DEFORMER
显示/隐藏图形网格,CMD_CHANGE_VIEW_ARTMESH
Solo,CMD_SOLO
选择所选顶点的物体,CMD_SELECT_OBJECT_BY_SELECTION
快照,CMD_SCREEN_SHOT
显示/隐藏快照,CMD_SCREEN_SHOT_VIEW
保存快照参考图,CMD_SCREEN_SHOT_TO_ARTMESH
缩小,CMD_CAMERA_ZOOM_OUT
放大,CMD_CAMERA_ZOOM_IN
显示为原大小,CMD_CAMERA_SET_SCALE_ONE_BY_ONE
显示全部,CMD_CAMERA_DISPLAY_ALL
画布反转,CMD_CAMERA_FLIP_HORIZONTALLY_SCREEN
追加水平线到鼠标位置,CMD_SETTING_GUIDES_MODELING_ADD_HORIZONTAL
追加垂直线到鼠标位置,CMD_SETTING_GUIDES_MODELING_ADD_VERTICAL
追加水平/垂直线到鼠标位置,CMD_SETTING_GUIDES_MODELING_ADD_HORIZONTAL_AND_VERTICAL
,快捷方式
